,SEASON,PLAYER ID,PLAYER NAME,TEAM ID,TEAM ABBREVIATION,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,TEAM,POSITION,BIRTH DATE,EXP,SCHOOL
2082,2005-06,1508,Maurice Taylor,1610612752,NYK,29.0,205.74,120.20212100044454,Michigan,USA,1997,1,14,New York Knicks,F,"OCT 30, 1976",7,Michigan
2083,2005-06,101126,Nate Robinson,1610612752,NYK,22.0,175.26,81.64672369841516,Washington,USA,2005,1,21,New York Knicks,G,"MAY 31, 1984",R,Washington
2084,2005-06,2047,Quentin Richardson,1610612752,NYK,26.0,198.12,104.32636917019714,DePaul,USA,2000,1,18,New York Knicks,G-F,"APR 13, 1980",5,DePaul
2085,2005-06,2417,Qyntel Woods,1610612752,NYK,25.0,203.2,99.79044007584076,Northeast Mississippi CC,USA,2002,1,21,New York Knicks,F-G,"FEB 16, 1981",3,Northeast Mississippi CC
2086,2005-06,950,Stephon Marbury,1610612752,NYK,29.0,187.96,92.98654643430616,Georgia Tech,USA,1996,1,4,New York Knicks,G,"FEB 20, 1977",9,Georgia Tech
2087,2005-06,1883,Steve Francis,1610612752,NYK,29.0,190.5,90.71858188712795,Maryland,USA,1999,1,2,New York Knicks,G,"FEB 21, 1977",6,Maryland
2088,2005-06,448,Bo Outlaw,1610612753,ORL,35.0,203.2,99.79044007584076,Houston,USA,Undrafted,Undrafted,Undrafted,Orlando Magic,F,"APR 13, 1971",12,Houston
2089,2005-06,2306,Carlos Arroyo,1610612753,ORL,26.0,187.96,91.62576770599922,Florida International,Puerto Rico,Undrafted,Undrafted,Undrafted,Orlando Magic,G,"JUL 30, 1979",4,Florida International
2090,2005-06,2545,Darko Milicic,1610612753,ORL,21.0,213.36,111.13026281173174,None,Serbia,2003,1,2,Orlando Magic,F-C,"JUN 20, 1985",2,Hemoform
2091,2005-06,2052,DeShawn Stevenson,1610612753,ORL,25.0,195.58,95.25451098148434,None,USA,2000,1,23,Orlando Magic,G,"APR 03, 1981",5,Washington Union HS (CA)
2092,2005-06,2730,Dwight Howard,1610612753,ORL,20.0,210.82,120.20212100044454,None,USA,2004,1,1,Orlando Magic,F-C,"DEC 08, 1985",1,SW Atlanta Christian Academy (GA)
2093,2005-06,255,Grant Hill,1610612753,ORL,33.0,203.2,102.05840462301894,Duke,USA,1994,1,3,Orlando Magic,F,"OCT 05, 1972",10,Duke
2094,2005-06,2045,Hedo Turkoglu,1610612753,ORL,27.0,208.28,99.79044007584076,None,Turkey,2000,1,16,Orlando Magic,F,"MAR 19, 1979",5,Efes Pilsen
2095,2005-06,2749,Jameer Nelson,1610612753,ORL,24.0,182.88,86.18265279277155,St. Joseph's (PA),USA,2004,1,20,Orlando Magic,G,"FEB 09, 1982",1,St. Joseph's (PA)
2096,2005-06,2039,Keyon Dooling,1610612753,ORL,26.0,190.5,88.45061733994974,Missouri,USA,2000,1,10,Orlando Magic,G,"MAY 08, 1980",5,Missouri
2097,2005-06,2435,Mario Kasun,1610612753,ORL,26.0,215.9,117.93415645326634,None,Croatia,2002,2,40,Orlando Magic,C,"APR 05, 1980",1,Skyliners Frankfurt
2098,2005-06,1727,Pat Garrity,1610612753,ORL,29.0,205.74,107.95511244568226,Notre Dame,USA,1998,1,19,Orlando Magic,F,"AUG 23, 1976",7,Notre Dame
2099,2005-06,278,Stacey Augmon,1610612753,ORL,37.0,203.2,96.61528970979128,UNLV,USA,1991,1,9,Orlando Magic,F-G,"AUG 01, 1968",14,UNLV
2100,2005-06,1499,Tony Battie,1610612753,ORL,30.0,210.82,108.86229826455354,Texas Tech,USA,1997,1,5,Orlando Magic,C-F,"FEB 11, 1976",8,Texas Tech
2101,2005-06,101143,Travis Diener,1610612753,ORL,24.0,185.42,79.37875915123695,Marquette,USA,2005,2,38,Orlando Magic,G,"MAR 01, 1982",R,Marquette
2102,2005-06,2772,Trevor Ariza,1610612753,ORL,20.0,203.2,95.25451098148434,UCLA,USA,2004,2,43,Orlando Magic,F,"JUN 30, 1985",1,UCLA
2103,2005-06,1533,Anthony Johnson,1610612754,IND,31.0,190.5,90.71858188712795,College of Charleston,USA,1997,2,39,Indiana Pacers,G,"OCT 02, 1974",8,College of Charleston
2104,2005-06,1506,Austin Croshere,1610612754,IND,31.0,208.28,106.59433371737532,Providence,USA,1997,1,12,Indiana Pacers,F,"MAY 01, 1975",8,Providence
2105,2005-06,101122,Danny Granger,1610612754,IND,23.0,205.74,103.41918335132586,New Mexico,USA,2005,1,17,Indiana Pacers,F,"APR 20, 1983",R,New Mexico
2106,2005-06,2758,David Harrison,1610612754,IND,23.0,213.36,127.00601464197912,Colorado,USA,2004,1,29,Indiana Pacers,C,"AUG 15, 1982",1,Colorado
2107,2005-06,2109,Eddie Gill,1610612754,IND,27.0,182.88,86.18265279277155,Weber State,USA,Undrafted,Undrafted,Undrafted,Indiana Pacers,G,"AUG 16, 1978",4,Weber State
2108,2005-06,2410,Fred Jones,1610612754,IND,27.0,187.96,99.79044007584076,Oregon,USA,2002,1,14,Indiana Pacers,G,"MAR 11, 1979",3,Oregon
2109,2005-06,2224,Jamaal Tinsley,1610612754,IND,28.0,190.5,83.91468824559335,Iowa State,USA,2001,1,27,Indiana Pacers,G,"FEB 28, 1978",4,Iowa State
2110,2005-06,1902,Jeff Foster,1610612754,IND,29.0,210.82,113.39822735890992,Southwest Texas State,USA,1999,1,21,Indiana Pacers,C-F,"JAN 16, 1977",6,Southwest Texas State
2111,2005-06,979,Jermaine O'Neal,1610612754,IND,27.0,210.82,117.93415645326634,None,USA,1996,1,17,Indiana Pacers,C-F,"OCT 13, 1978",9,Eau Claire HS (SC)
2112,2005-06,978,Peja Stojakovic,1610612754,IND,29.0,208.28,103.8727762607615,None,Serbia,1996,1,14,Indiana Pacers,F-G,"JUN 09, 1977",7,PAOK
2113,2005-06,101180,Sarunas Jasikevicius,1610612754,IND,30.0,193.04,89.35780315882103,Maryland,Lithuania,Undrafted,Undrafted,Undrafted,Indiana Pacers,G,"MAR 05, 1976",R,Maryland
2114,2005-06,1513,Scot Pollard,1610612754,IND,31.0,210.82,120.20212100044454,Kansas,USA,1997,1,19,Indiana Pacers,C-F,"FEB 12, 1975",8,Kansas
2115,2005-06,1536,Stephen Jackson,1610612754,IND,28.0,203.2,98.88325425696948,Butler C.C. (KS),USA,1997,2,42,Indiana Pacers,G,"APR 05, 1978",5,Butler C.C. (KS)
2116,2005-06,947,Allen Iverson,1610612755,PHI,31.0,182.88,74.84283005688056,Georgetown,USA,1996,1,1,Philadelphia 76ers,G,"JUN 07, 1975",9,Georgetown
2117,2005-06,2738,Andre Iguodala,1610612755,PHI,22.0,198.12,93.89373225317745,Arizona,USA,2004,1,9,Philadelphia 76ers,G,"JAN 28, 1984",1,Arizona
2118,2005-06,185,Chris Webber,1610612755,PHI,33.0,208.28,111.13026281173174,Michigan,USA,1993,1,1,Philadelphia 76ers,F,"MAR 01, 1973",12,Michigan
2119,2005-06,2422,John Salmons,1610612755,PHI,26.0,198.12,93.89373225317745,Miami,USA,2002,1,26,Philadelphia 76ers,F,"DEC 12, 1979",3,Miami
2120,2005-06,1563,Kevin Ollie,1610612755,PHI,33.0,187.96,88.45061733994974,Connecticut,USA,Undrafted,Undrafted,Undrafted,Philadelphia 76ers,G,"DEC 27, 1972",8,Connecticut
2121,2005-06,2594,Kyle Korver,1610612755,PHI,25.0,198.12,95.70810389092,Creighton,USA,2003,2,51,Philadelphia 76ers,F,"MAR 17, 1981",2,Creighton
2122,2005-06,101150,Lou Williams,1610612755,PHI,19.0,185.42,79.37875915123695,None,USA,2005,2,45,Philadelphia 76ers,G,"OCT 27, 1986",R,South Gwinnett HS (GA)
2123,2005-06,2440,Matt Barnes,1610612755,PHI,26.0,200.66,102.05840462301894,UCLA,USA,2002,2,45,Philadelphia 76ers,F,"MAR 09, 1980",2,UCLA
2124,2005-06,2214,Michael Bradley,1610612755,PHI,27.0,208.28,111.13026281173174,Villanova,USA,2001,1,17,Philadelphia 76ers,F,"APR 18, 1979",4,Villanova
2125,2005-06,2223,Samuel Dalembert,1610612755,PHI,26.0,210.82,113.39822735890992,Seton Hall,Haiti,2001,1,26,Philadelphia 76ers,C,"MAY 10, 1980",3,Seton Hall
2126,2005-06,101183,Shavlik Randolph,1610612755,PHI,22.0,208.28,108.86229826455354,Duke,USA,Undrafted,Undrafted,Undrafted,Philadelphia 76ers,F,"NOV 24, 1983",R,Duke
2127,2005-06,2212,Steven Hunter,1610612755,PHI,24.0,213.36,108.86229826455354,DePaul,USA,2001,1,15,Philadelphia 76ers,C-F,"OCT 31, 1981",4,DePaul
2128,2005-06,2584,Willie Green,1610612755,PHI,24.0,187.96,91.17217479656358,Detroit,USA,2003,2,41,Philadelphia 76ers,G,"JUL 28, 1981",2,Detroit
2129,2005-06,2405,Amar'e Stoudemire,1610612756,PHX,23.0,208.28,111.13026281173174,None,USA,2002,1,9,Phoenix Suns,C,"NOV 16, 1982",3,Cypress Creek HS (FL)
2130,2005-06,2564,Boris Diaw,1610612756,PHX,24.0,203.2,97.52247552866254,None,France,2003,1,21,Phoenix Suns,F,"APR 16, 1982",2,Pau Orthez
2131,2005-06,258,Brian Grant,1610612756,PHX,34.0,205.74,115.21259899665247,Xavier,USA,1994,1,8,Phoenix Suns,F-C,"MAR 05, 1972",11,Xavier
2132,2005-06,2067,Eddie House,1610612756,PHX,28.0,185.42,79.37875915123695,Arizona State,USA,2000,2,37,Phoenix Suns,G,"MAY 14, 1978",5,Arizona State
2133,2005-06,2592,James Jones,1610612756,PHX,25.0,203.2,99.79044007584076,Miami,USA,2003,2,49,Phoenix Suns,F,"OCT 04, 1980",2,Miami
2134,2005-06,703,Kurt Thomas,1610612756,PHX,33.0,205.74,106.59433371737532,TCU,USA,1995,1,10,Phoenix Suns,C,"OCT 04, 1972",10,TCU
2135,2005-06,2571,Leandro Barbosa,1610612756,PHX,23.0,190.5,85.27546697390027,None,Brazil,2003,1,28,Phoenix Suns,G,"NOV 28, 1982",2,                                   
2136,2005-06,2401,Nikoloz Tskitishvili,1610612756,PHX,23.0,213.36,102.05840462301894,None,Georgia,2002,1,5,Phoenix Suns,F,"APR 14, 1983",3,Benetton Treviso
2137,2005-06,2469,Pat Burke,1610612756,PHX,32.0,210.82,113.39822735890992,Auburn,Ireland,Undrafted,Undrafted,Undrafted,Phoenix Suns,C-F,"DEC 14, 1973",1,Auburn
2138,2005-06,1952,Raja Bell,1610612756,PHX,29.0,195.58,95.25451098148434,Florida International,U.S. Virgin Islands,Undrafted,Undrafted,Undrafted,Phoenix Suns,G,"SEP 19, 1976",5,Florida International
2139,2005-06,1890,Shawn Marion,1610612756,PHX,28.0,200.66,103.41918335132586,UNLV,USA,1999,1,9,Phoenix Suns,F,"MAY 07, 1978",6,UNLV
2140,2005-06,959,Steve Nash,1610612756,PHX,32.0,190.5,88.45061733994974,Santa Clara,Canada,1996,1,15,Phoenix Suns,G,"FEB 07, 1974",9,Santa Clara
2141,2005-06,1501,Tim Thomas,1610612756,PHX,29.0,208.28,108.86229826455354,Villanova,USA,1997,1,7,Phoenix Suns,F,"FEB 26, 1977",8,Villanova
2142,2005-06,1730,Brian Skinner,1610612757,POR,30.0,205.74,120.20212100044454,Baylor,USA,1998,1,22,Portland Trail Blazers,C,"MAY 19, 1976",7,Baylor
2143,2005-06,2032,Darius Miles,1610612757,POR,24.0,205.74,95.25451098148434,None,USA,2000,1,3,Portland Trail Blazers,F-G,"OCT 09, 1981",5,East St. Louis HS (IL)
2144,2005-06,2775,Ha Ha,1610612757,POR,20.0,220.98,138.3458373778701,None,South Korea,2004,2,46,Portland Trail Blazers,C,"AUG 04, 1985",1,Yonsei
2145,2005-06,101127,Jarrett Jack,1610612757,POR,22.0,190.5,91.62576770599922,Georgia Tech,USA,2005,1,22,Portland Trail Blazers,G,"OCT 28, 1983",R,Georgia Tech
2146,2005-06,2038,Joel Przybilla,1610612757,POR,26.0,215.9,115.66619190608812,Minnesota,USA,2000,1,9,Portland Trail Blazers,C,"OCT 10, 1979",5,Minnesota
2147,2005-06,2413,Juan Dixon,1610612757,POR,27.0,190.5,74.38923714744492,Maryland,USA,2002,1,17,Portland Trail Blazers,G,"OCT 09, 1978",3,Maryland
2148,2005-06,101110,Martell Webster,1610612757,POR,19.0,200.66,95.25451098148434,None,USA,2005,1,6,Portland Trail Blazers,G-F,"DEC 04, 1986",R,Seattle Preparatory HS (WA)
2149,2005-06,2742,Sebastian Telfair,1610612757,POR,21.0,182.88,72.57486550970236,None,USA,2004,1,13,Portland Trail Blazers,G,"JUN 09, 1985",1,Abraham Lincoln HS (NY)
2150,2005-06,2581,Steve Blake,1610612757,POR,26.0,190.5,78.01798042293004,Maryland,USA,2003,2,38,Portland Trail Blazers,G,"FEB 26, 1980",2,Maryland
2151,2005-06,689,Theo Ratliff,1610612757,POR,33.0,208.28,106.59433371737532,Wyoming,USA,1995,1,18,Portland Trail Blazers,C-F,"APR 17, 1973",10,Wyoming
2152,2005-06,2566,Travis Outlaw,1610612757,POR,21.0,203.2,99.79044007584076,None,USA,2003,1,23,Portland Trail Blazers,F,"SEP 18, 1984",2,Starkville HS (MS)
2153,2005-06,2751,Viktor Khryapa,1610612757,POR,23.0,205.74,95.25451098148434,None,Russia,2004,1,22,Portland Trail Blazers,F,"AUG 03, 1982",1,CSKA Moscow
2154,2005-06,702,Voshon Lenard,1610612757,POR,33.0,193.04,97.52247552866254,Minnesota,USA,1994,2,46,Portland Trail Blazers,G,"MAY 14, 1973",10,Minnesota
2155,2005-06,2216,Zach Randolph,1610612757,POR,24.0,205.74,114.75900608721686,Michigan State,USA,2001,1,19,Portland Trail Blazers,F,"JUL 16, 1981",4,Michigan State
2156,2005-06,1719,Bonzi Wells,1610612758,SAC,29.0,195.58,95.25451098148434,Ball State,USA,1998,1,11,Sacramento Kings,G,"SEP 28, 1976",7,Ball State
2157,2005-06,1802,Brad Miller,1610612758,SAC,30.0,213.36,118.38774936270195,Purdue,USA,Undrafted,Undrafted,Undrafted,Sacramento Kings,C,"APR 12, 1976",7,Purdue
2158,2005-06,722,Corliss Williamson,1610612758,SAC,32.0,200.66,111.13026281173174,Arkansas,USA,1995,1,13,Sacramento Kings,F,"DEC 04, 1973",10,Arkansas
2159,2005-06,101128,Francisco Garcia,1610612758,SAC,24.0,200.66,88.45061733994974,Louisville,Dominican Republic,2005,1,23,Sacramento Kings,F-G,"DEC 31, 1981",R,Louisville
2160,2005-06,2441,Jamal Sampson,1610612758,SAC,23.0,210.82,106.59433371737532,California,USA,2002,2,46,Sacramento Kings,F,"MAY 15, 1983",3,California
2161,2005-06,2078,Jason Hart,1610612758,SAC,28.0,190.5,83.91468824559335,Syracuse,USA,2000,2,49,Sacramento Kings,G,"APR 29, 1978",4,Syracuse
2162,2005-06,1903,Kenny Thomas,1610612758,SAC,28.0,200.66,111.13026281173174,New Mexico,USA,1999,1,22,Sacramento Kings,F,"JUL 25, 1977",6,New Mexico
2163,2005-06,2755,Kevin Martin,1610612758,SAC,23.0,200.66,83.91468824559335,Western Carolina,USA,2004,1,26,Sacramento Kings,G,"FEB 01, 1983",1,Western Carolina
2164,2005-06,1897,Metta World Peace,1610612758,SAC,26.0,200.66,117.93415645326634,St. John's,USA,1999,1,16,Sacramento Kings,F,"NOV 13, 1979",6,St. John's
2165,2005-06,1710,Mike Bibby,1610612758,SAC,28.0,187.96,86.18265279277155,Arizona,USA,1998,1,2,Sacramento Kings,G,"MAY 13, 1978",7,Arizona
2166,2005-06,101179,Ronnie Price,1610612758,SAC,23.0,187.96,86.18265279277155,Utah Valley,USA,Undrafted,Undrafted,Undrafted,Sacramento Kings,G,"JUN 21, 1983",R,Utah Valley
2167,2005-06,949,Shareef Abdur-Rahim,1610612758,SAC,29.0,205.74,111.13026281173174,California,USA,1996,1,3,Sacramento Kings,F,"DEC 11, 1976",9,California
2168,2005-06,958,Vitaly Potapenko,1610612758,SAC,31.0,208.28,129.27397918915733,Wright State,Ukraine,1996,1,12,Sacramento Kings,C-F,"MAR 21, 1975",9,Wright State
2169,2005-06,2757,Beno Udrih,1610612759,SAS,23.0,190.5,90.71858188712795,None,Slovenia,2004,1,28,San Antonio Spurs,G,"JUL 05, 1982",1,
2170,2005-06,699,Brent Barry,1610612759,SAS,34.0,200.66,95.25451098148434,Oregon State,USA,1995,1,15,San Antonio Spurs,G,"DEC 31, 1971",10,Oregon State
2171,2005-06,1477,Bruce Bowen,1610612759,SAS,35.0,200.66,90.71858188712795,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,San Antonio Spurs,F,"JUN 14, 1971",9,California State-Fullerton
2172,2005-06,101177,Fabricio Oberto,1610612759,SAS,31.0,208.28,111.13026281173174,None,Argentina,Undrafted,Undrafted,Undrafted,San Antonio Spurs,F,"MAR 21, 1975",R,Valencia
2173,2005-06,1938,Manu Ginobili,1610612759,SAS,28.0,198.12,92.98654643430616,None,Argentina,1999,2,57,San Antonio Spurs,G,"JUL 28, 1977",3,Virtus Bologna
2174,2005-06,714,Michael Finley,1610612759,SAS,33.0,200.66,102.05840462301894,Wisconsin,USA,1995,1,21,San Antonio Spurs,G-F,"MAR 06, 1973",10,Wisconsin
2175,2005-06,1737,Nazr Mohammed,1610612759,SAS,28.0,208.28,113.39822735890992,Kentucky,USA,1998,1,29,San Antonio Spurs,C,"SEP 05, 1977",7,Kentucky
2176,2005-06,89,Nick Van Exel,1610612759,SAS,34.0,185.42,86.18265279277155,Cincinnati,USA,1993,2,37,San Antonio Spurs,G,"NOV 27, 1971",12,Cincinnati
2177,2005-06,109,Robert Horry,1610612759,SAS,35.0,208.28,108.86229826455354,Alabama,USA,1992,1,11,San Antonio Spurs,F-C,"AUG 25, 1970",13,Alabama
2178,2005-06,1752,Sean Marks,1610612759,SAS,30.0,208.28,113.39822735890992,California,New Zealand,1998,2,44,San Antonio Spurs,F-C,"AUG 23, 1975",5,California
2179,2005-06,1495,Tim Duncan,1610612759,SAS,30.0,210.82,117.93415645326634,Wake Forest,US Virgin Islands,1997,1,1,San Antonio Spurs,F-C,"APR 25, 1976",8,Wake Forest
2180,2005-06,2225,Tony Parker,1610612759,SAS,24.0,187.96,80.28594497010823,None,France,2001,1,28,San Antonio Spurs,G,"MAY 17, 1982",4,Paris Basket Racing
2181,2005-06,2404,Chris Wilcox,1610612760,SEA,23.0,208.28,106.59433371737532,Maryland,USA,2002,1,8,Oklahoma City Thunder,C,"SEP 03, 1982",3,Maryland
2182,2005-06,2863,Damien Wilkins,1610612760,SEA,26.0,198.12,102.05840462301894,Georgia,USA,Undrafted,Undrafted,Undrafted,Oklahoma City Thunder,G,"JAN 11, 1980",1,Georgia
2183,2005-06,1504,Danny Fortson,1610612760,SEA,30.0,203.2,117.93415645326634,Cincinnati,USA,1997,1,10,Oklahoma City Thunder,F,"MAR 27, 1976",8,Cincinnati
2184,2005-06,2248,Earl Watson,1610612760,SEA,27.0,185.42,88.45061733994974,UCLA,USA,2001,2,39,Oklahoma City Thunder,G,"JUN 12, 1979",4,UCLA
2185,2005-06,101130,Johan Petro,1610612760,SEA,20.0,213.36,112.03744863060302,None,France,2005,1,25,Oklahoma City Thunder,C,"JAN 27, 1986",R,Pau Orthez
2186,2005-06,2557,Luke Ridnour,1610612760,SEA,25.0,185.42,75.75001587575184,Oregon,USA,2003,1,14,Oklahoma City Thunder,G,"FEB 13, 1981",2,Oregon
2187,2005-06,2366,Mike Wilks,1610612760,SEA,27.0,177.8,81.64672369841516,Rice,USA,Undrafted,Undrafted,Undrafted,Oklahoma City Thunder,G,"MAY 07, 1979",3,Rice
2188,2005-06,1630,Mikki Moore,1610612760,SEA,30.0,213.36,101.15121880414766,Nebraska,USA,Undrafted,Undrafted,Undrafted,Oklahoma City Thunder,C,"NOV 04, 1975",7,Nebraska
2189,2005-06,2555,Nick Collison,1610612760,SEA,25.0,205.74,115.66619190608812,Kansas,USA,2003,1,12,Oklahoma City Thunder,C-F,"OCT 26, 1980",1,Kansas
2190,2005-06,101230,Noel Felix,1610612760,SEA,24.0,205.74,102.05840462301894,Fresno State,USA,Undrafted,Undrafted,Undrafted,Oklahoma City Thunder,F,"OCT 04, 1981",R,Fresno State
2191,2005-06,1740,Rashard Lewis,1610612760,SEA,26.0,208.28,97.52247552866254,None,USA,1998,2,32,Oklahoma City Thunder,F,"AUG 08, 1979",7,Elsik HS (TX)
2192,2005-06,951,Ray Allen,1610612760,SEA,30.0,195.58,92.98654643430616,Connecticut,USA,1996,1,5,Oklahoma City Thunder,G,"JUL 20, 1975",9,Connecticut
2193,2005-06,2741,Robert Swift,1610612760,SEA,20.0,213.36,111.13026281173174,None,USA,2004,1,12,Oklahoma City Thunder,C,"DEC 03, 1985",1,Bakersfield HS (CA)
2194,2005-06,1541,Alvin Williams,1610612761,TOR,31.0,195.58,88.45061733994974,Villanova,USA,1997,2,47,Toronto Raptors,G,"AUG 06, 1974",7,Villanova
2195,2005-06,2857,Andre Barrett,1610612761,TOR,24.0,177.8,78.47157333236568,Seton Hall,USA,Undrafted,Undrafted,Undrafted,Toronto Raptors,G,"FEB 21, 1982",1,Seton Hall
2196,2005-06,101111,Charlie Villanueva,1610612761,TOR,21.0,210.82,108.86229826455354,Connecticut,USA,2005,1,7,Toronto Raptors,F,"AUG 24, 1984",R,Connecticut
2197,2005-06,2547,Chris Bosh,1610612761,TOR,22.0,208.28,104.32636917019714,Georgia Tech,USA,2003,1,4,Toronto Raptors,F,"MAR 24, 1984",2,Georgia Tech
2198,2005-06,239,Darrick Martin,1610612761,TOR,35.0,180.34,77.11079460405875,UCLA,USA,Undrafted,Undrafted,Undrafted,Toronto Raptors,G,"MAR 06, 1971",10,UCLA
2199,2005-06,101121,Joey Graham,1610612761,TOR,24.0,200.66,102.05840462301894,Oklahoma State,USA,2005,1,16,Toronto Raptors,F,"JUN 11, 1982",R,Oklahoma State
2200,2005-06,101181,Jose Calderon,1610612761,TOR,24.0,190.5,95.25451098148434,None,Spain,Undrafted,Undrafted,Undrafted,Toronto Raptors,G,"SEP 28, 1981",R,                                   
2201,2005-06,2254,Loren Woods,1610612761,TOR,28.0,218.44,117.93415645326634,Arizona,USA,2001,2,45,Toronto Raptors,C,"JUN 21, 1978",4,Arizona
2202,2005-06,2229,Mike James,1610612761,TOR,31.0,187.96,86.18265279277155,Duquesne,USA,Undrafted,Undrafted,Undrafted,Toronto Raptors,G,"JUN 23, 1975",4,Duquesne
2203,2005-06,2050,Morris Peterson,1610612761,TOR,28.0,200.66,99.79044007584076,Michigan State,USA,2000,1,21,Toronto Raptors,F-G,"AUG 26, 1977",5,Michigan State
2204,2005-06,2776,Pape Sow,1610612761,TOR,24.0,208.28,113.39822735890992,California State-Fullerton,Senegal,2004,2,47,Toronto Raptors,C-F,"NOV 22, 1981",1,California State-Fullerton
2205,2005-06,101261,Andre Owens,1610612762,UTA,25.0,193.04,90.71858188712795,Houston,USA,Undrafted,Undrafted,Undrafted,Utah Jazz,G,"OCT 31, 1980",R,Houston
2206,2005-06,1905,Andrei Kirilenko,1610612762,UTA,25.0,205.74,102.05840462301894,None,Russia,1999,1,24,Utah Jazz,F,"FEB 18, 1981",4,CSKA Moscow
2207,2005-06,101139,CJ Miles,1610612762,UTA,19.0,198.12,95.25451098148434,No College,USA,2005,2,34,Utah Jazz,G,"MAR 18, 1987",R,No College
2208,2005-06,2430,Carlos Boozer,1610612762,UTA,24.0,205.74,117.02697063439506,Duke,USA,2002,2,34,Utah Jazz,F-C,"NOV 20, 1981",3,Duke
2209,2005-06,101114,Deron Williams,1610612762,UTA,22.0,190.5,95.25451098148434,Illinois,USA,2005,1,3,Utah Jazz,G,"JUN 26, 1984",R,Illinois
2210,2005-06,2484,Devin Brown,1610612762,UTA,27.0,195.58,99.79044007584076,Texas-San Antonio,USA,Undrafted,Undrafted,Undrafted,Utah Jazz,G,"DEC 30, 1978",3,Texas-San Antonio
2211,2005-06,1921,Gordan Giricek,1610612762,UTA,29.0,195.58,95.25451098148434,None,Croatia,1999,2,40,Utah Jazz,G,"JUN 20, 1977",3,CSKA Moscow
2212,2005-06,2260,Jarron Collins,1610612762,UTA,27.0,210.82,115.66619190608812,Stanford,USA,2001,2,52,Utah Jazz,C,"DEC 02, 1978",4,Stanford
2213,2005-06,2693,Keith McLeod,1610612762,UTA,26.0,187.96,86.18265279277155,Bowling Green,USA,Undrafted,Undrafted,Undrafted,Utah Jazz,G,"NOV 05, 1979",2,Bowling Green
2214,2005-06,1723,Matt Harpring,1610612762,UTA,30.0,200.66,104.77996207963278,Georgia Tech,USA,1998,1,15,Utah Jazz,F-G,"MAY 31, 1976",7,Georgia Tech
2215,2005-06,2246,Mehmet Okur,1610612762,UTA,27.0,210.82,112.9446344494743,None,Turkey,2001,2,37,Utah Jazz,F,"MAY 26, 1979",3,Efes Pilsen
2216,2005-06,1960,Milt Palacio,1610612762,UTA,28.0,193.04,95.25451098148434,Colorado State,Belize,Undrafted,Undrafted,Undrafted,Utah Jazz,G,"FEB 07, 1978",6,Colorado State
2217,2005-06,101194,Anthony Roberson,1610612763,MEM,23.0,187.96,81.64672369841516,Florida,USA,Undrafted,Undrafted,Undrafted,Memphis Grizzlies,G,"FEB 14, 1983",R,Florida
2218,2005-06,2766,Antonio Burks,1610612763,MEM,26.0,182.88,88.45061733994974,Memphis,USA,2004,2,36,Memphis Grizzlies,G,"FEB 25, 1980",1,Memphis
2219,2005-06,1517,Bobby Jackson,1610612763,MEM,33.0,185.42,83.91468824559335,Minnesota,USA,1997,1,23,Memphis Grizzlies,G,"MAR 13, 1973",8,Minnesota
2220,2005-06,2073,Brian Cardinal,1610612763,MEM,29.0,203.2,111.13026281173174,Purdue,USA,2000,2,44,Memphis Grizzlies,F,"MAY 02, 1977",5,Purdue
2221,2005-06,1088,Chucky Atkins,1610612763,MEM,31.0,180.34,83.91468824559335,South Florida,USA,Undrafted,Undrafted,Undrafted,Memphis Grizzlies,G,"AUG 14, 1974",6,South Florida
2222,2005-06,2563,Dahntay Jones,1610612763,MEM,25.0,198.12,95.25451098148434,Duke,USA,2003,1,20,Memphis Grizzlies,G-F,"DEC 27, 1980",2,Duke
2223,2005-06,757,Damon Stoudamire,1610612763,MEM,32.0,177.8,78.92516624180132,Arizona,USA,1995,1,7,Memphis Grizzlies,G,"SEP 03, 1973",10,Arizona
2224,2005-06,224,Eddie Jones,1610612763,MEM,34.0,198.12,90.71858188712795,Temple,USA,1994,1,10,Memphis Grizzlies,G-F,"OCT 20, 1971",11,Temple
2225,2005-06,101124,Hakim Warrick,1610612763,MEM,23.0,205.74,99.33684716640512,Syracuse,USA,2005,1,19,Memphis Grizzlies,F,"JUL 08, 1982",R,Syracuse
2226,2005-06,2054,Jake Tsakalidis,1610612763,MEM,27.0,218.44,131.54194373633553,None,Greece,2000,1,25,Memphis Grizzlies,C,"JUN 10, 1979",5,AEK Athens
2227,2005-06,101160,Lawrence Roberts,1610612763,MEM,23.0,205.74,108.86229826455354,Mississippi State,USA,2005,2,55,Memphis Grizzlies,F,"OCT 20, 1982",R,Mississippi State
2228,2005-06,953,Lorenzen Wright,1610612763,MEM,30.0,210.82,108.86229826455354,Memphis,USA,1996,1,7,Memphis Grizzlies,C,"NOV 04, 1975",9,Memphis
2229,2005-06,2034,Mike Miller,1610612763,MEM,26.0,203.2,98.88325425696948,Florida,USA,2000,1,5,Memphis Grizzlies,G,"FEB 19, 1980",5,Florida
2230,2005-06,2200,Pau Gasol,1610612763,MEM,25.0,213.36,108.86229826455354,None,Spain,2001,1,3,Memphis Grizzlies,F,"JUL 06, 1980",4,                                   
